id,name,age,income,is_active,signup_date,tier
12478,Tammy,55,37147.58,False,2022-05-11,free
12479,Margaret,58,60397.77,True,2020-02-20,free
12480,Joshua,45,,False,2020-10-19,gold
12481,Rhonda,34,83798.96,True,2023-05-04,gold
12482,Megan,31,84972.29,False,2020-06-04,gold
12483,Katrina,24,64540.31,True,2024-07-25,bronze
12484,Debbie,39,44941.28,True,2025-03-12,bronze
12485,Lisa,18,53622.05,False,2020-08-09,bronze
12486,Sandra,46,32847.4,True,2023-04-27,silver
12487,Helen,48,36631.66,True,2020-03-27,gold
12488,Patty,47,100486.23,False,2020-09-15,free
12489,Christina,32,55414.28,True,2024-10-08,free
12490,Joseph,35,55552.5,True,2023-05-08,free
12491,Steven,52,57962.68,False,2024-08-10,free
12492,Samantha,47,61690.76,False,2025-03-13,silver
12493,Benjamin,51,66286.89,True,2025-04-18,bronze
12494,Brenda,59,45982.65,False,2021-05-20,gold
12495,Lance,28,82751.39,True,2021-06-15,gold
12496,Erika,44,50155.5,False,2022-10-16,free
12497,Julia,41,34364.18,False,2023-09-15,free
12498,Alexa,52,39343.59,False,2020-09-12,bronze
12499,Nancy,56,59813.01,False,2023-09-15,free
12500,Nathan,25,73851.56,True,2023-08-11,silver
12501,Jennifer,35,72007.86,True,2020-01-30,bronze
12502,Charles,30,79203.82,False,2021-03-26,free
12503,Christopher,62,41118.26,True,2023-02-26,free
12504,Richard,41,79735.97,True,2023-06-04,bronze
12505,Jessica,40,67469.25,True,2024-05-09,gold
12506,Laurie,29,55202.72,True,2020-02-11,silver
12507,Stephanie,47,48799.4,True,2022-12-27,free
12508,Christina,48,46144.71,False,2023-08-18,bronze
12509,Robert,45,68003.51,True,2023-12-23,bronze
12510,Jay,39,61038.11,True,2025-01-02,gold
12511,Diana,61,32741.56,True,2020-07-09,free
12512,Michael,45,,True,2020-05-23,gold
12513,Haley,30,53611.33,True,2022-01-15,free
12514,Rodney,42,77731.12,True,2024-01-25,silver
12515,Joyce,61,65222.51,False,2024-09-06,free
12516,Tara,63,53648.63,True,2021-02-23,bronze
12517,Dawn,24,48129.88,True,2023-05-16,free
12518,Andre,62,,True,2024-09-10,bronze
12519,Randall,23,50470.91,True,2021-11-25,free
12520,Justin,41,38191.91,False,2024-08-15,free
12521,Debra,36,65282.18,True,2022-01-26,silver
12522,Richard,36,58842.78,True,2024-01-16,gold
12523,Thomas,53,57228.2,True,2021-01-20,bronze
12524,Jennifer,26,61050.97,True,2021-02-03,bronze
12525,Alec,65,68212.71,False,2021-03-09,free
12526,Crystal,53,40344.85,False,2021-03-27,bronze
12527,Bryan,55,47612.88,True,2022-12-22,silver
12528,Sonya,57,82140.79,True,2023-10-23,free
12529,Pamela,46,76708.56,True,2020-12-15,silver
12530,Dawn,41,90547.0,True,2022-04-28,bronze
12531,Diana,65,71888.65,True,2020-06-24,silver
12532,Alejandro,22,70571.9,True,2022-11-29,free
12533,Christina,59,58703.66,True,2019-11-20,free
12534,John,62,37547.75,True,2021-04-02,bronze
12535,Travis,43,,True,2024-09-19,bronze
12536,Jessica,31,58784.27,False,2022-10-19,gold
12537,Angela,56,34570.42,True,2022-12-03,gold
12538,Luke,46,68709.95,False,2021-12-19,bronze
12539,Courtney,23,76815.19,True,2019-07-22,free
12540,Jennifer,24,47944.1,False,2021-04-02,silver
12541,James,54,54402.7,True,2020-10-09,free
12542,Adam,35,65516.32,False,2022-09-17,free
12543,Jason,40,46652.55,True,2024-03-17,bronze
12544,Jacob,61,57796.88,True,2020-05-11,gold
12545,Jeremy,55,63434.91,True,2021-11-29,free
12546,Eric,18,72038.9,True,2023-02-08,silver
12547,Bailey,21,59848.15,True,2025-04-21,gold
12548,Kenneth,61,67914.17,False,2023-06-22,silver
12549,Eric,64,56909.23,True,2023-05-28,bronze
12550,Joseph,52,62170.79,False,2020-12-21,gold
12551,Douglas,40,65355.24,True,2019-10-11,silver
12552,Gregory,44,22960.79,False,2022-10-13,silver
12553,Todd,43,49883.13,True,2021-06-02,free
12554,Stephanie,25,77001.13,False,2022-05-07,silver
12555,Mark,60,29615.92,True,2022-10-11,free
12556,Anne,33,65918.98,False,2022-08-27,gold
12557,Bethany,58,80785.37,True,2020-12-22,silver
12558,Tim,20,77060.46,False,2022-11-02,gold
12559,Courtney,49,72488.75,True,2019-10-12,free
12560,Randall,22,85960.31,False,2023-10-07,bronze
12561,Kevin,37,78319.0,False,2023-01-17,free
12562,Kevin,31,54242.85,True,2021-09-21,free
12563,Dawn,49,70768.09,True,2024-07-25,free
12564,Margaret,43,39240.79,True,2021-03-29,free
12565,Sue,64,74616.61,True,2021-10-26,silver
12566,Shelby,23,,True,2025-04-28,bronze
12567,Kyle,53,76165.94,True,2023-04-28,gold
12568,Carrie,57,64115.9,False,2022-02-15,gold
12569,Ivan,22,74959.92,False,2021-12-02,gold
12570,Russell,30,62150.33,True,2020-08-25,free
12571,Elizabeth,49,56216.55,False,2019-07-31,silver
12572,Marie,33,,False,2021-08-31,silver
12573,Phillip,18,37034.29,False,2024-08-26,bronze
12574,Madison,30,58454.62,True,2022-08-17,free
12575,Angel,28,53321.43,False,2020-11-13,free
12576,Danielle,25,39325.39,False,2019-05-20,gold
12577,Eric,42,,False,2024-12-07,free
12578,Dennis,57,,True,2020-01-06,silver
12579,John,49,36873.95,True,2024-09-01,free
12580,Audrey,41,51384.39,False,2023-03-19,gold
12581,Darren,45,67572.0,False,2021-01-08,free
12582,Michelle,31,37546.41,True,2022-05-25,silver
12583,Lisa,62,59300.01,True,2022-10-08,free
12584,Sandra,20,62974.42,True,2023-07-14,silver
12585,Jeffrey,53,58312.87,True,2024-07-29,silver
12586,John,44,72572.99,True,2022-12-23,free
12587,Linda,37,106648.96,False,2024-03-27,free
12588,Susan,64,84770.87,True,2024-03-23,bronze
12589,David,32,50403.02,True,2021-02-15,bronze
12590,Joshua,44,45509.07,True,2020-01-03,free
12591,Sarah,62,53033.92,False,2024-10-07,free
12592,Jessica,58,67766.15,True,2020-04-16,gold
12593,Dawn,45,60626.42,False,2022-08-15,gold
12594,Kevin,42,60738.13,True,2025-01-31,silver
12595,Brett,59,,True,2024-03-12,free
12596,Jay,61,61158.59,True,2022-11-29,bronze
12597,Michelle,63,63964.04,True,2023-07-25,free
12598,Jeremy,50,74071.16,True,2020-12-27,free
12599,Lauren,63,65240.13,True,2019-12-13,gold
12600,Randy,31,43566.48,True,2024-11-13,bronze
12601,Debra,25,,True,2021-11-13,silver
12602,John,65,76370.53,True,2020-01-17,free
12603,Angela,31,57794.26,False,2021-02-21,free
12604,Kevin,18,64633.3,False,2022-02-25,free
12605,George,33,52997.2,True,2020-08-21,free
12606,Lauren,35,48361.36,True,2021-03-18,free
12607,Deborah,24,50194.52,True,2022-04-28,bronze
12608,Wesley,32,51209.68,True,2021-07-23,free
12609,Christina,41,81638.62,True,2022-01-10,bronze
12610,John,30,58890.26,True,2022-07-14,free
12611,Ricky,26,47739.61,False,2019-12-17,bronze
12612,Ruth,32,56377.56,True,2022-07-24,free
12613,Zachary,52,69965.92,True,2023-02-04,bronze
12614,Kristy,41,81795.95,True,2022-11-11,silver
12615,Christopher,50,68125.22,True,2021-07-31,gold
12616,Scott,33,59634.97,False,2022-01-04,silver
12617,Robert,25,85902.84,False,2019-11-11,bronze
12618,Laura,46,56705.39,True,2022-10-25,free
12619,Alicia,40,55772.73,False,2020-08-09,free
12620,Kimberly,62,42703.83,True,2020-09-08,silver
12621,Phillip,48,50820.79,True,2023-01-17,bronze
12622,Brittany,57,42608.01,True,2019-11-03,free
12623,Meghan,31,40427.55,False,2021-08-14,free
12624,Edwin,47,,False,2021-06-29,free
12625,Samantha,56,52608.54,True,2020-03-28,silver
12626,Gregory,44,78065.7,True,2023-01-17,gold
12627,Connor,64,64573.62,False,2024-10-07,free
12628,Kathy,33,,True,2023-04-23,silver
12629,Amber,23,67110.01,True,2021-06-24,bronze
12630,Christina,50,43804.24,True,2025-01-06,bronze
12631,Theresa,61,56952.47,False,2023-09-19,bronze
12632,Frank,35,66334.06,False,2023-08-23,gold
12633,Timothy,33,33863.28,True,2022-09-11,bronze
12634,Paul,29,33513.66,True,2023-01-24,free
12635,Joseph,37,62807.36,False,2020-06-11,bronze
12636,Jason,62,56325.86,True,2021-09-09,gold
12637,Crystal,57,7758.47,True,2019-10-06,free
12638,Timothy,46,,True,2019-11-29,bronze
12639,Amy,47,45323.38,True,2024-12-13,silver
12640,Jennifer,43,67515.06,True,2022-05-29,free
12641,Natasha,39,,True,2019-05-14,silver
12642,Lisa,50,77235.78,False,2023-03-31,free
12643,John,56,49136.27,True,2019-07-22,free
12644,William,64,51663.08,False,2022-07-16,free
12645,Phillip,46,94699.28,False,2022-06-16,gold
12646,David,39,72718.73,True,2022-02-22,silver
12647,Jessica,62,75832.57,True,2023-11-26,gold
12648,Kevin,30,48871.51,True,2021-11-10,free
12649,Roger,26,56396.61,True,2020-06-27,bronze
12650,James,41,60432.96,True,2023-08-28,bronze
12651,Jacob,32,56573.18,True,2023-09-02,bronze
12652,Amanda,53,62498.89,True,2024-01-30,free
12653,Laura,30,,True,2020-12-03,free
12654,Marissa,44,,False,2020-07-06,bronze
12655,Danielle,61,56179.62,True,2020-09-21,gold
12656,Barbara,54,,True,2019-12-25,gold
12657,Tara,24,47020.09,True,2025-01-25,free
12658,James,25,53121.13,True,2021-01-09,bronze
12659,Darrell,54,38453.27,False,2022-10-15,silver
12660,Christian,58,46215.33,True,2023-10-05,silver
12661,Megan,31,52850.04,True,2022-10-15,silver
12662,Felicia,29,61626.71,True,2023-09-22,free
12663,Wendy,53,72557.56,True,2020-04-13,bronze
12664,James,57,72849.46,True,2024-06-19,free
12665,Joshua,34,80290.44,False,2023-05-07,gold
12666,Lucas,57,45094.55,False,2024-01-12,free
12667,Eric,46,47179.33,True,2020-09-29,silver
12668,Anthony,44,43623.29,False,2022-10-08,free
12669,Brett,18,86726.73,True,2022-12-19,bronze
12670,Sharon,51,68365.86,True,2020-03-25,bronze
12671,Brett,21,73243.38,True,2023-04-30,bronze
12672,David,41,42694.71,True,2022-02-21,silver
12673,Kimberly,38,59888.43,True,2020-09-07,gold
12674,Krista,50,,True,2024-04-27,silver
12675,Gary,24,38630.95,False,2019-10-22,silver
12676,Miranda,18,52579.35,True,2022-09-14,gold
12677,James,58,66525.82,True,2023-06-22,gold
12678,Dawn,20,27427.79,True,2022-03-18,gold
12679,Dawn,61,82255.32,True,2021-04-25,silver
12680,Robert,32,70012.28,True,2019-06-03,free
12681,Robert,48,42836.55,True,2021-09-11,silver
12682,Gary,33,59275.75,True,2019-07-14,free
12683,Denise,27,67140.85,True,2023-01-31,free
12684,Nicholas,46,61956.45,False,2023-07-05,free
12685,Aaron,23,59124.53,True,2024-03-31,gold
12686,Cheryl,46,58280.24,False,2019-10-05,free
12687,Cristian,34,71629.8,True,2024-08-12,bronze
12688,Emily,39,72238.52,True,2022-09-11,free
12689,Kara,41,70486.8,True,2019-12-11,silver
12690,Shawn,34,70590.91,True,2022-07-02,silver
12691,Kathy,38,67227.13,True,2021-09-28,free
12692,Benjamin,28,,True,2024-04-07,free
12693,Sean,24,85206.47,True,2024-06-27,silver
12694,David,59,,False,2024-01-20,gold
12695,Kimberly,56,34528.39,False,2022-09-13,free
12696,Abigail,22,78628.24,True,2022-04-17,silver
12697,Corey,61,66786.24,False,2020-03-24,free
12698,Benjamin,65,67929.73,True,2025-03-19,bronze
12699,Melissa,38,46968.75,False,2021-03-20,free
12700,Ashley,35,35080.38,False,2021-08-26,gold
12701,William,52,64254.45,True,2023-01-17,free
12702,Dylan,37,56098.77,True,2022-09-30,gold
12703,David,32,,True,2021-09-16,free
12704,Shelby,22,52129.84,False,2021-11-30,gold
12705,Christopher,30,60832.83,False,2024-04-09,silver
12706,Robin,29,49895.23,False,2022-06-10,free
12707,Amber,38,82479.47,True,2020-04-30,free
12708,William,54,57083.21,True,2025-03-17,free
12709,Craig,23,72905.66,False,2024-08-29,gold
12710,Sarah,24,67116.86,True,2019-10-29,bronze
12711,Steven,43,79473.67,True,2020-10-13,bronze
12712,Michael,59,62678.32,True,2024-05-04,silver
12713,Angela,65,73807.28,True,2021-04-21,silver
12714,Patricia,25,70825.24,True,2021-09-06,free
12715,Willie,26,,True,2019-08-27,bronze
12716,Nicholas,44,70664.76,True,2022-06-23,silver
12717,Samantha,21,48359.44,True,2022-01-08,free
12718,Dillon,38,57243.27,True,2024-08-11,gold
12719,Colleen,48,,True,2024-05-11,free
12720,Kelly,38,,True,2022-11-27,silver
12721,Allison,57,39322.69,True,2021-05-18,gold
12722,Lauren,42,71299.38,True,2024-10-28,free
12723,Candace,56,33035.34,True,2022-05-21,gold
12724,Hannah,32,43996.84,True,2022-03-29,bronze
12725,Adrian,52,64796.25,True,2023-10-22,free
12726,Todd,60,72045.38,False,2020-07-16,silver
12727,Jennifer,58,29849.55,False,2021-10-26,bronze
12728,Timothy,54,65611.05,False,2025-01-24,free
12729,Larry,59,69666.48,True,2022-11-16,gold
12730,Marcus,64,34772.74,True,2021-03-19,bronze
12731,Jerry,45,33118.19,False,2021-12-30,silver
12732,Amy,31,60167.37,False,2020-06-27,gold
12733,Sarah,21,67032.33,True,2021-06-03,silver
12734,Cindy,37,53013.17,True,2022-11-17,bronze
12735,Erik,51,63112.81,True,2023-04-07,gold
12736,Eric,29,60099.48,True,2023-01-26,bronze
12737,Cory,50,89986.31,True,2019-07-30,free
12738,William,41,26396.58,True,2023-07-20,silver
12739,Lauren,37,52950.41,False,2025-04-14,free
12740,George,22,54149.13,False,2020-07-14,gold
12741,Shannon,55,34314.22,True,2024-11-29,bronze
12742,Vicki,47,65363.91,True,2021-12-11,free
12743,John,41,51560.6,True,2020-04-01,free
12744,Jeffrey,60,46600.04,True,2022-05-24,silver
12745,Richard,57,41224.78,True,2020-05-03,free
12746,Nicholas,24,61474.5,False,2020-12-21,bronze
12747,Andrew,53,67282.32,True,2021-09-18,free
12748,Melissa,55,57336.02,False,2025-04-20,silver
12749,Ronald,33,73662.87,True,2020-10-12,free
12750,Douglas,32,65607.94,True,2021-07-21,silver
12751,Chelsey,63,87160.95,True,2022-07-24,silver
12752,Robin,40,43632.01,True,2019-11-21,free
12753,Amber,29,38720.98,False,2024-04-23,silver
12754,Christine,46,69062.18,True,2024-04-19,bronze
12755,Jonathan,61,55908.1,False,2021-04-30,free
12756,Philip,65,39916.08,False,2022-01-01,bronze
12757,Kyle,32,45155.84,True,2024-09-11,free
12758,Jordan,46,71202.2,True,2021-12-01,free
12759,Melissa,62,74204.79,True,2019-06-23,free
12760,Raymond,60,71563.09,False,2019-09-26,bronze
12761,Benjamin,38,61487.6,True,2022-12-18,gold
12762,Heather,32,56559.25,False,2020-09-16,silver
12763,Michelle,31,57255.71,True,2023-05-22,gold
12764,Edward,59,63838.33,False,2022-01-31,silver
12765,Jimmy,61,62558.35,True,2020-04-20,gold
12766,Michael,33,45282.14,True,2021-03-04,silver
12767,Jesse,32,75232.67,False,2022-07-31,silver
12768,Nicholas,59,60689.4,False,2021-02-13,silver
12769,Alexis,21,26806.31,False,2024-03-24,silver
12770,Angela,44,41218.85,True,2024-07-07,free
12771,Robert,40,53773.24,True,2021-03-19,gold
12772,John,46,63152.93,True,2022-06-10,bronze
12773,Johnny,58,60115.89,True,2025-03-23,silver
12774,Stephanie,26,49561.91,True,2021-02-14,silver
12775,Samantha,60,78507.83,True,2023-02-24,bronze
12776,Caroline,60,71254.44,True,2019-05-25,silver
12777,Martin,24,59483.13,False,2023-10-07,free
12778,Tyler,59,36540.84,False,2020-10-02,free
12779,Joseph,21,55414.19,False,2021-08-28,free
12780,Laura,22,54344.45,True,2025-04-05,free
12781,Lisa,22,34777.93,True,2022-08-31,free
12782,Kimberly,28,67816.75,False,2021-10-29,silver
12783,Jacob,58,62820.83,False,2019-07-28,silver
12784,Kevin,45,45459.29,False,2020-07-15,free
12785,Heather,33,63722.33,True,2024-07-21,silver
12786,Kent,58,74663.62,True,2020-11-01,free
12787,Guy,47,67661.53,False,2020-06-09,silver
12788,Brittany,21,51219.06,False,2023-11-03,silver
12789,Kelly,19,95952.37,True,2021-05-28,gold
12790,Elaine,63,66541.24,False,2021-01-13,gold
12791,Michael,20,50616.67,True,2024-02-21,silver
12792,Sarah,38,84442.25,True,2022-12-20,free
12793,John,23,33038.97,False,2022-05-03,free
12794,Scott,60,42500.58,True,2020-03-13,free
12795,Rachel,35,52599.06,True,2025-04-05,free
12796,Michael,61,,False,2023-10-17,free
12797,Carlos,22,,True,2021-07-14,silver
12798,Jeffrey,26,58104.59,True,2024-05-07,silver
12799,Christopher,37,46196.1,False,2022-05-17,bronze
12800,Stacey,45,70518.91,False,2023-08-05,silver
12801,Nicholas,43,,False,2020-02-28,free
12802,Stephanie,35,38216.26,True,2022-09-13,bronze
12803,Connor,36,59296.56,True,2024-01-23,free
12804,Curtis,20,63785.56,False,2022-01-25,bronze
12805,Megan,26,57168.71,False,2023-01-17,free
12806,Benjamin,53,58944.86,True,2021-12-01,free
12807,Christopher,48,49651.17,True,2022-07-20,free
12808,Adam,34,72458.43,True,2020-05-20,silver
12809,Roy,40,48541.27,False,2019-10-22,silver
12810,Robin,51,74148.25,True,2020-12-15,free
12811,Andrew,58,59971.67,True,2022-10-31,silver
12812,Keith,58,52552.32,True,2024-03-02,gold
12813,April,22,59090.89,True,2021-02-21,bronze
12814,Lorraine,32,61275.53,False,2019-12-10,bronze
12815,Susan,64,54814.43,False,2020-12-24,bronze
12816,Wendy,20,54306.68,False,2021-10-22,free
12817,Ann,36,44966.31,False,2021-01-17,gold
12818,Sean,45,81572.36,True,2019-05-02,gold
12819,Patrick,20,47851.31,True,2021-02-07,bronze
12820,Rachel,55,41740.63,True,2022-02-04,free
12821,Rachel,21,66491.47,True,2023-06-14,gold
12822,Christopher,41,31691.84,True,2022-09-18,silver
12823,Tonya,48,60397.1,True,2019-05-17,silver
12824,Lindsay,62,43304.86,True,2020-12-07,silver
12825,Joshua,62,66626.24,False,2022-07-20,free
12826,Cindy,28,57116.71,True,2023-11-05,free
12827,John,54,46688.06,True,2021-12-24,bronze
12828,Laura,18,57398.0,True,2019-09-09,bronze
12829,Carol,26,66562.61,True,2023-10-04,free
12830,Katherine,34,,False,2019-10-09,silver
12831,Jeffrey,18,54449.61,True,2024-05-04,silver
12832,Michael,20,73911.8,True,2021-05-01,free
12833,Gwendolyn,64,66228.05,False,2022-11-10,bronze
12834,Ryan,43,52894.43,False,2021-05-10,bronze
12835,Evan,48,61214.67,True,2024-11-02,gold
12836,Jasmine,43,55201.71,False,2025-04-07,bronze
12837,Sheila,40,75538.0,True,2022-01-20,silver
12838,Alfred,47,34430.13,False,2022-06-26,gold
12839,Jessica,27,68227.56,False,2021-01-06,silver
12840,Jason,25,67229.19,True,2024-03-23,bronze
12841,Alyssa,61,48989.16,False,2025-01-08,bronze
12842,Felicia,42,46400.51,True,2019-09-27,free
12843,Meagan,39,77320.88,True,2024-03-20,silver
12844,Michael,32,56826.06,True,2022-11-12,silver
12845,James,58,81548.32,True,2019-12-24,gold
12846,David,27,44760.97,True,2024-12-24,bronze
12847,Cheryl,37,58688.01,True,2019-11-12,silver
12848,Hannah,58,51466.64,False,2025-01-31,gold
12849,Sheila,64,,True,2020-09-20,silver
12850,Michael,40,65137.28,True,2024-01-04,silver
12851,Marcus,18,48720.51,True,2025-04-22,bronze
12852,Holly,19,57360.41,True,2019-06-18,free
12853,April,36,48621.74,False,2019-05-29,silver
12854,Nicole,31,69089.75,True,2022-11-14,bronze
12855,Kelly,25,88828.24,False,2023-08-11,silver
12856,Stephen,55,79438.18,True,2021-12-30,bronze
12857,James,29,45532.0,True,2023-03-29,bronze
12858,Daniel,43,52862.11,True,2021-10-03,free
12859,Alison,44,59219.76,False,2023-01-17,silver
12860,Amy,46,29374.23,True,2024-03-04,free
12861,Willie,32,59192.07,True,2022-04-06,free
12862,Erik,63,67143.2,False,2025-02-23,free
12863,Melissa,18,59751.39,True,2024-06-21,silver
12864,Deborah,60,58531.63,False,2023-04-25,silver
12865,David,45,50144.84,True,2021-02-12,silver
12866,Manuel,20,54784.85,True,2019-12-16,silver
12867,Thomas,35,52858.75,True,2020-05-31,gold
12868,Tiffany,51,44402.59,True,2021-01-05,free
12869,Nicole,49,73900.48,True,2020-08-12,bronze
12870,Kyle,46,83672.75,True,2024-04-30,gold
12871,Alexandra,42,50800.32,True,2022-01-21,free
12872,Jennifer,43,44783.54,True,2019-07-08,silver
12873,Steven,56,48650.24,True,2024-08-04,free
12874,Rick,25,45355.42,True,2022-09-14,bronze
12875,Emily,36,52917.08,True,2021-07-10,bronze
12876,Angela,64,63983.01,False,2023-01-18,silver
12877,Deborah,59,78029.15,True,2021-01-19,silver
12878,Michael,39,,False,2019-11-09,free
12879,Richard,46,74185.05,True,2022-01-20,free
12880,Dominic,50,59949.18,True,2024-01-26,free
12881,Andrew,55,28082.31,True,2021-07-18,bronze
12882,Alan,62,41116.63,False,2024-04-17,gold
12883,Christopher,63,67600.41,True,2021-10-01,gold
12884,Caitlin,52,,True,2022-11-14,bronze
12885,Gary,60,54186.01,True,2021-01-01,silver
12886,Brianna,20,58064.26,True,2022-12-10,free
12887,Ryan,36,,False,2024-09-02,free
12888,Jordan,27,40867.3,True,2024-05-26,bronze
12889,Rodney,44,,False,2022-12-05,silver
12890,Kathleen,32,,True,2020-04-14,bronze
12891,David,28,,True,2021-06-09,bronze
12892,Lindsay,64,71717.15,True,2023-04-19,free
12893,Cassidy,43,52126.45,False,2022-07-02,silver
12894,Suzanne,41,49617.85,False,2019-12-29,free
12895,Sonya,30,55040.19,True,2021-12-23,silver
12896,Andrew,49,,True,2019-06-30,gold
12897,Rachel,54,48796.82,True,2020-06-05,free
12898,Cindy,21,73731.23,True,2023-11-16,gold
12899,Jennifer,30,53467.96,False,2023-06-17,free
12900,Adrienne,26,29458.26,True,2022-12-03,gold
12901,Melissa,51,58922.61,True,2022-01-28,silver
12902,Cynthia,54,,True,2021-01-25,bronze
12903,Christina,65,56064.43,True,2022-10-26,bronze
12904,Lori,24,65524.08,True,2021-12-22,free
12905,Sheila,18,50139.77,True,2025-01-23,silver
12906,Rebecca,29,34233.96,True,2020-12-16,gold
12907,Cameron,38,44922.05,True,2019-05-28,bronze
12908,Robert,28,79478.27,False,2023-06-04,free
12909,Janet,61,62847.84,True,2023-04-08,silver
12910,Paul,61,72872.67,True,2024-02-16,free
12911,Joseph,61,84971.7,False,2024-10-23,free
12912,John,31,90923.29,False,2020-08-17,silver
12913,Lisa,51,63177.17,False,2022-02-26,free
12914,William,51,55756.14,True,2023-08-11,free
12915,Kimberly,42,50618.86,True,2020-11-23,free
12916,Alyssa,21,61515.2,False,2024-03-25,free
12917,Mark,43,66918.63,True,2019-07-01,gold
12918,Tiffany,33,70564.08,True,2020-03-25,gold
12919,Rebecca,27,44765.95,False,2023-07-16,free
12920,Charles,62,44968.86,False,2022-01-12,free
12921,Brandon,19,56384.77,False,2020-02-22,free
12922,Jon,52,60034.6,True,2024-02-20,bronze
12923,Mark,36,84240.13,True,2020-02-18,free
12924,Kathy,23,,False,2021-04-14,silver
12925,Eric,36,50894.01,False,2020-11-03,silver
12926,Sandra,25,72683.82,True,2019-06-01,free
12927,Jeremy,31,44979.79,False,2021-10-12,free
12928,Andrew,27,59680.7,True,2023-11-17,free
12929,Patrick,20,74412.07,False,2020-07-28,free
12930,Erica,55,69936.35,False,2023-01-08,free
12931,Kyle,46,70239.68,True,2023-05-01,free
12932,Vanessa,32,56956.75,True,2022-05-23,silver
12933,Kevin,40,61815.27,True,2022-03-13,gold
12934,Tyler,40,62497.16,True,2023-05-16,bronze
12935,Jermaine,35,52024.42,True,2021-10-09,gold
12936,Sheryl,63,,True,2019-06-17,free
12937,Angel,36,40395.76,True,2020-08-10,free
12938,Donna,45,49990.93,True,2023-06-24,bronze
12939,James,43,,True,2023-05-19,free
12940,John,27,30380.41,True,2022-08-27,free
12941,Troy,64,,True,2023-07-20,free
12942,Tyler,21,76539.08,True,2025-01-28,free
12943,Jennifer,19,48526.56,True,2022-01-11,free
12944,Ryan,20,66196.07,True,2024-05-27,free
12945,Brent,24,61860.21,False,2021-02-26,bronze
12946,Elizabeth,33,69830.7,True,2023-03-29,free
12947,Jennifer,48,60209.03,False,2020-02-14,bronze
12948,Catherine,27,77211.33,False,2019-06-22,free
12949,David,36,65590.04,False,2019-05-22,bronze
12950,Robert,45,72945.45,True,2020-02-16,silver
12951,Danielle,34,72146.73,True,2023-12-13,gold
12952,Kristin,45,80350.14,True,2021-05-11,gold
12953,Michael,36,45490.63,True,2023-07-16,silver
12954,James,54,41384.44,False,2021-07-07,gold
12955,Jane,40,75632.54,False,2019-10-01,free
12956,John,37,62437.97,True,2020-12-10,silver
12957,Amber,30,88117.02,True,2022-01-16,gold
12958,Matthew,30,27107.84,True,2020-05-09,silver
12959,Kevin,60,58938.83,False,2021-11-06,free
12960,Logan,28,59711.72,True,2020-09-18,silver
12961,Laura,65,73442.33,True,2025-02-06,free
12962,Kelli,32,,False,2024-06-08,free
12963,Brooke,34,60105.2,False,2020-07-17,silver
12964,Amy,45,66314.99,True,2022-06-23,bronze
12965,Nancy,36,33200.09,True,2020-05-17,silver
12966,Wendy,21,64301.49,False,2021-02-14,gold
12967,Ricky,39,64433.95,True,2022-10-26,free
12968,Gregory,39,51447.06,False,2021-01-30,silver
12969,Amanda,54,64478.73,False,2025-04-01,free
12970,Robert,56,,False,2019-11-22,silver
12971,Christina,51,84262.62,True,2024-08-08,bronze
12972,Lori,50,48590.29,True,2019-11-29,gold
12973,Rebecca,61,46697.18,True,2024-02-18,gold
12974,Adam,59,47229.97,False,2019-11-14,silver
12975,Daniel,57,53469.37,False,2020-10-19,silver
12976,Harry,50,36095.14,True,2020-02-15,free
12977,Robert,29,56069.95,True,2020-10-10,bronze
12978,Timothy,19,,False,2020-11-09,free
12979,James,45,82490.58,True,2024-11-09,free
12980,Nicole,27,58128.2,True,2021-12-19,bronze
12981,David,39,78987.88,True,2021-08-20,free
12982,Jessica,34,72432.71,False,2024-11-14,free
12983,Brandy,43,62072.19,True,2022-03-24,free
12984,Victoria,20,,True,2024-02-23,free
12985,Melissa,24,68043.01,False,2020-04-21,free
12986,Amanda,61,69637.58,True,2023-11-29,free
12987,Tyler,25,52078.24,True,2023-01-30,bronze
12988,Michael,37,68794.27,False,2023-04-25,free
12989,Melissa,29,58644.74,True,2021-11-17,bronze
12990,Warren,52,,False,2024-02-20,free
12991,Bryan,34,84623.73,True,2021-10-08,free
12992,Jerome,45,54584.29,True,2024-06-15,silver
12993,Samantha,58,30219.72,True,2023-02-27,free
12994,Loretta,27,59201.21,False,2022-05-28,free
12995,Heather,39,43899.14,True,2022-02-20,bronze
12996,Joseph,55,63945.9,True,2020-10-24,free
12997,Nancy,50,44887.21,True,2022-09-15,silver
12998,Debra,39,58338.67,False,2021-01-04,bronze
12999,Debbie,61,84457.81,False,2020-11-08,bronze
13000,Pamela,54,87483.26,True,2022-01-21,free
13001,Patrick,30,65418.34,False,2022-05-31,silver
13002,Amy,44,46479.2,True,2023-09-06,gold
13003,Megan,32,73103.82,True,2023-05-13,gold
13004,Jacqueline,39,53023.63,False,2021-09-08,silver
13005,Dillon,47,37652.49,False,2023-02-03,free
13006,Wesley,60,89303.13,False,2019-12-28,gold
13007,Michael,57,59843.36,True,2025-04-17,gold
13008,Christina,54,68269.78,True,2019-08-27,free
13009,Danielle,51,55120.39,True,2025-04-19,silver
13010,Michael,61,68018.35,True,2025-02-13,free
13011,Robert,51,47608.2,True,2025-01-06,bronze
13012,Alyssa,65,58266.07,True,2019-06-23,gold
13013,Adam,52,73752.31,True,2025-04-28,gold
